11,A-07-R STA ANA,21.0580594530698%-101.673925051702 21.0656327043812%-101.673199807471 21.0664056995673%-101.677234776809 21.066977283096%-101.68067106958 21.06738714648%-101.682842380561 21.0674583572198%-101.683214299362 21.0676669422354%-101.683836007796 21.0678173480831%-101.683936896701 21.071634810299%-101.682736472463 21.0764401506238%-101.681305768557 21.0793066486123%-101.680504831197 21.08107567285%-101.680089824028 21.0887460012261%-101.679351477663 21.0901177001322%-101.679222989649 21.0923826795733%-101.679256917449 21.0936204132968%-101.679184590034 21.093474818158%-101.678862662688 21.0929093853912%-101.677532231138 21.0917258018871%-101.678064873513 21.0911911926572%-101.678287854616 21.0910060641905%-101.67791685061 21.0904030136613%-101.676823960286 21.0899457027565%-101.676027835937 21.0902954842159%-101.675845208929 21.0904201387275%-101.675823600997 21.0906952858519%-101.676009880081 21.0911777457169%-101.676885568504,A
12,A-07-R RAMAL PROVIDENCIA,21.0546348594231%-101.65336298863 21.0545620562756%-101.65355694948 21.0544989912011%-101.654011516046 21.0545371198047%-101.655734295331 21.0545751136031%-101.656078651188 21.0558558451761%-101.65873164665 21.0586414573754%-101.658960616195 21.0589338935108%-101.659159193682 21.0604082857892%-101.659371251786 21.0648562069291%-101.668830862876 21.0669959949935%-101.680754877233 21.0674766619704%-101.683284072449 21.0676432596134%-101.683845387443 21.0677334077875%-101.683948539925 21.0734768204862%-101.682215678891 21.0766332204759%-101.68121793086 21.0797610737968%-101.68039511378 21.0808131264753%-101.680151072334 21.0811446536415%-101.680073985423 21.083738610971%-101.679829973137 21.0873659410728%-101.679474601898 21.0900635431366%-101.679196925532 21.091407754648%-101.679228875614 21.0921781526196%-101.679251847136 21.0932313302739%-101.679214812511 21.0936347009089%-101.679204252017 21.0928799533432%-101.677504026003 21.0913405629756%-101.678229819146 21.0911610104947%-101.678303570521 21.0909466503983%-101.677790466404 21.0903908621891%-101.67678356333 21.0901242971749%-101.676300373426 21.0899978287113%-101.676073870218 21.0904324895168%-101.675865504529 21.0905067626839%-101.675999359617,A
13,A-10-I,21.0723552598469%-101.641678780901 21.0704968518151%-101.641706657226 21.0726553592123%-101.645454956012 21.0975394214727%-101.641053528488 21.096960423315%-101.636743322822 21.0979486573115%-101.636642175676 21.0981491045238%-101.636735083375 21.0982709854209%-101.636924874912 21.0991036034226%-101.639095704959 21.0993591008491%-101.640719553269 21.1050591821043%-101.63973753177 21.1050973157354%-101.639648959844 21.1050951966783%-101.639637604726 21.1050040853362%-101.639410504472 21.1013950497955%-101.634640115075 21.1014839445525%-101.634534274523 21.101809852156%-101.634840745301 21.10224619767%-101.634979707759 21.1029649274266%-101.634355872229 21.103131213461%-101.634076887768 21.103507065605%-101.632367679206 21.1041738356724%-101.629356220788 21.1050487658462%-101.629546803601 21.1052634610768%-101.629395275865 21.1077526372766%-101.628712393836 21.1082738422207%-101.630305826023,A
14,A-10-R,,A
15,A-11-I,21.1499143236877%-101.675145664245 21.1500160375962%-101.675467410999 21.1501291606971%-101.675797423525 21.1501697022574%-101.676004059924 21.150098115012%-101.67610353797 21.1499341742087%-101.676140315113 21.1497575101837%-101.676104978688 21.1492295711858%-101.674627008196 21.1484944581407%-101.674240334424 21.1476636261174%-101.674582624517 21.1478659630521%-101.675430778316 21.1479042338123%-101.67570504062 21.1479061291638%-101.676432530911 21.1478567415546%-101.677050921503 21.14772956823%-101.678670312043 21.1475650430933%-101.680876525819 21.1474241328969%-101.683336631721 21.1472707943511%-101.684843330297 21.1473958245643%-101.685595252731 21.147678218632%-101.686597584942 21.1479665241309%-101.687607311645 21.1481707349303%-101.688302515643 21.1482892881167%-101.688589546909 21.1487946576464%-101.689459745684 21.149249094776%-101.690226426953 21.149733596086%-101.691654708599 21.1503564706287%-101.693442645207 21.1529493830833%-101.69552689602 21.1528818996942%-101.695617011496 21.152656144716%-101.695663104442 21.152371331692%-101.695847200499 21.1519101887052%-101.69653512865 21.1511612855738%-101.697649846963 21.1500824286298%-101.699179989864 21.1489147741767%-101.700841770552 21.1482245586903%-101.701903630672 21.147654662966%-101.70280755755 21.1474760985903%-101.703102262796 21.1478313411717%-101.704223344145 21.148307132641%-101.705402086046 21.1491962050987%-101.70755267112 21.1511119984474%-101.712182254101 21.1511065717742%-101.712688814356 21.1510440786981%-101.713352367394 21.1510558476934%-101.714189287913 21.1511964211638%-101.715310225859 21.151868246389%-101.716357106392 21.1522096017289%-101.716818519236,A
16,A-11-R,21.152207064137%-101.716819361699 21.1531900193422%-101.714069337922 21.1538693454075%-101.71225498348 21.15532180241%-101.708514459121 21.1556352065%-101.707604074531 21.1557475040383%-101.707023288586 21.155803878978%-101.706259436835 21.1557686273472%-101.70554627995 21.1555797362593%-101.704534945572 21.1552481984115%-101.702984798886 21.1548879523952%-101.702413148518 21.1542693026503%-101.702564640602 21.1527985770679%-101.702894999412 21.1509233093547%-101.703286794276 21.147840517406%-101.70399265338 21.1477180075144%-101.704242916106 21.1475379983201%-101.704347377192 21.1472751554302%-101.704291759162 21.1471521270881%-101.703948339902 21.1471933540571%-101.703527679123 21.1474610564552%-101.702917961869 21.1488767471685%-101.700816994205 21.1510874204162%-101.697627356795 21.1521059279894%-101.696086576163 21.1522199895733%-101.695913139097 21.1523162874016%-101.695599687286 21.1523020170029%-101.695233916253 21.1517681614189%-101.69481181473 21.1507631961168%-101.694025230642 21.1503018484093%-101.693609827527 21.1501937437314%-101.693505918645 21.149961454029%-101.692807035837 21.1495912406603%-101.691775359486 21.1491986310697%-101.690464202291 21.1490353759429%-101.690137257822 21.1488122001189%-101.689768712396 21.1483294318705%-101.688996410394 21.1480587085828%-101.68846419398 21.1480281349046%-101.688406985753 21.147728191952%-101.687317553687 21.1475172376646%-101.686546159197 21.1471618347249%-101.685120207204 21.1470995794383%-101.684835799186 21.1472173534858%-101.68335096259 21.147304441102%-101.682048176926 21.1474025650287%-101.680749766503 21.1475430139555%-101.67890376494 21.1477123362743%-101.676564934949 21.1477589658879%-101.676049244668 21.1477811231742%-101.675841893388 21.1477072728544%-101.675366429324 21.1476752146287%-101.675079840666 21.1475152467999%-101.674597490256 21.1476353023495%-101.674508846228 21.1479918198761%-101.674370693703 21.1487667141523%-101.674065949628 21.1496338219368%-101.673703546151 21.1497038893731%-101.67369550508 21.1497463094404%-101.673834176901 21.1497890102273%-101.67400423129 21.149789468431%-101.674116295174 21.1497263673331%-101.674220073914 21.1496760255088%-101.674346237847 21.1496466113184%-101.674409378677 21.1498973818799%-101.675123014121,A
17,A-16-I,21.0947274386453%-101.61700484724 21.0916555569362%-101.618673515524 21.0915510162072%-101.618733271971 21.0909284846634%-101.61949629612 21.0902495691365%-101.620518207272 21.0897044972985%-101.621404463296 21.0886579953756%-101.622394641782 21.089872446856%-101.62397268747 21.0903496796887%-101.624560510475 21.0906341079974%-101.625078292474 21.0919084756678%-101.627829934969 21.0902973220884%-101.628073354883 21.0903871631889%-101.628269303593 21.0904855029242%-101.628397077776 21.0907976173463%-101.62916539099 21.0905631444176%-101.629280501304 21.0873599783219%-101.635630168449 21.0863051003533%-101.634958549935 21.0857713888987%-101.636024417675 21.0829571888635%-101.640058603217 21.0825531519179%-101.640618766531 21.0821476531547%-101.641359846431 21.0789866314061%-101.638680217698 21.0784248296224%-101.638278025576 21.0776892194129%-101.639488302677 21.073211993968%-101.639574996589 21.0731691511802%-101.637579283746 21.073316129084%-101.637264296434 21.0733652980029%-101.636492311642 21.0677252497341%-101.636853925109,A
18,A-16-R,21.0677697675643%-101.636940727145 21.069376946326%-101.639669357175 21.0777262840392%-101.639439739121 21.0784945998591%-101.641138192711 21.0798427471067%-101.639182360677 21.0822307351488%-101.641232062179 21.0825742053084%-101.640568496835 21.0837549174012%-101.638917995051 21.0858192631556%-101.635993245646 21.0893606923703%-101.628851503517 21.0893960853511%-101.628730833749 21.0895401356876%-101.628627602708 21.0903751523161%-101.628325946376 21.0892565205231%-101.625826755335 21.0889225343497%-101.624496709706 21.0887327306701%-101.624182062041 21.0877906827529%-101.623061457526 21.0894657903081%-101.621504688358 21.0905001457333%-101.61978735063 21.0915507820789%-101.618516907373 21.0917963770402%-101.618304129043 21.0947206259622%-101.616767016568 21.0949271685793%-101.616860892983,A
19,A-19-I,21.1547825484503%-101.62383621543 21.1527481198249%-101.626073206034 21.1527593675476%-101.626309141254 21.1505303057669%-101.628636902678 21.1495981296384%-101.629551615835 21.1486906467546%-101.630387515092 21.1485768223687%-101.630529467881 21.1483765768293%-101.630793921251 21.1481211057812%-101.631068853754 21.1478921323344%-101.631296139043 21.1477572979784%-101.631486982276 21.1476827628414%-101.631702206852 21.1476703190552%-101.632086984077 21.1476972681591%-101.632833622474 21.1480795465914%-101.634149591851 21.1479024290628%-101.635026462197 21.1494153076097%-101.641115584448 21.1502404458173%-101.642728358137 21.1532419011031%-101.645173460737 21.1537391933086%-101.646433657049 21.1433580290699%-101.653454615663 21.1449283421414%-101.657500530324 21.1446998230953%-101.658420521761 21.1456164214878%-101.664956293416 21.1458767874088%-101.665454468087 21.1467750718241%-101.672481113154 21.1476054890012%-101.674533725037 21.1497038218292%-101.673742715688 21.1497872578958%-101.673919695191 21.1497616217463%-101.674135472498 21.1497033060625%-101.674231071298 21.1495413549222%-101.674345515604 21.1494709795868%-101.674527100706 21.1499550980561%-101.675884338176,A
20,A-19-R,21.149956265503%-101.675892870756 21.1499737433817%-101.675985607794 21.1499485208411%-101.676057297043 21.1498570004431%-101.676094460422 21.1497658349157%-101.67605868409 21.1497272709587%-101.675995040882 21.1492046149457%-101.674594289244 21.148552626868%-101.674236394703 21.1475664248405%-101.674607526157 21.147456208259%-101.674572396743 21.1463842215028%-101.672381467821 21.1462436499628%-101.671722372285 21.1451860692756%-101.663210941526 21.1444488715066%-101.657738402216 21.1445911371406%-101.657317452876 21.1445036244436%-101.656813196034 21.1431962352145%-101.65345604973 21.1536573537577%-101.646438974373 21.1531664274958%-101.645294822602 21.1530454907332%-101.645142305749 21.1501177070482%-101.642666712921 21.149382703755%-101.641309718244 21.1477958320696%-101.635136978339 21.1479937177791%-101.634001297824 21.1477057054034%-101.633007722837 21.1476595503273%-101.631831014509 21.1478145424478%-101.631331726589 21.1484098799305%-101.630789773464 21.1484319049179%-101.630624203024 21.1505240586993%-101.628678596188 21.1526966044394%-101.626375014219 21.1527280857977%-101.62607154982 21.1547935695859%-101.623838875739,A
21,A-21-I,21.1485193273312%-101.674262270242 21.147444915268%-101.674601567683 21.1469225064735%-101.673354007417 21.1467957627682%-101.672742656031 21.1467176067882%-101.672118140161 21.1516481211649%-101.669660866248 21.1579000110145%-101.667133792851 21.1631009150633%-101.664148486773 21.1885766009007%-101.664146087647 21.1902136903014%-101.66462665292 21.19641046791%-101.66767788404 21.1974247056004%-101.669369935355 21.1992346905507%-101.671452257334 21.2061317635594%-101.679359347933 21.2066357537554%-101.67986610959 21.2102260026122%-101.682175881708 21.2106625758234%-101.682682904486 21.2107801841391%-101.683510677465 21.2106328635444%-101.683503041418 21.2106335187369%-101.683407931129 21.2106689149583%-101.683312399418 21.2105927957966%-101.682740507472,A
22,A-21-R,21.2106705862224%-101.682668313372 21.2107604384696%-101.682904524389 21.2108069571606%-101.683510488266 21.2107857239312%-101.683573194893 21.2106853720814%-101.683579049524 21.2106324899821%-101.683533414523 21.2106595048013%-101.683190062757 21.2105375481328%-101.682637587424 21.2100913883883%-101.682087455033 21.2061416191441%-101.679495951521 21.2007642007498%-101.673230054644 21.1973308713834%-101.669261616067 21.1965647056184%-101.667862805 21.1963635879285%-101.667639210359 21.1896209512428%-101.664387132948 21.1885948347795%-101.664170204427 21.1629623023195%-101.664335403006 21.1591318509569%-101.666586593159 21.1576462838732%-101.667309526896 21.1517047056586%-101.669839434778 21.1487805393891%-101.671237428397 21.1497582032548%-101.673806341471,A
23,A-26-I,21.1398203996779%-101.604734539567 21.1404666145258%-101.605495538156 21.1398955463975%-101.60619402855 21.1369827327769%-101.608731312107 21.1397886948878%-101.610064147333 21.1436336107539%-101.610181694733 21.1448285946972%-101.609404209933 21.1467547758562%-101.608316875536 21.1470033699971%-101.607647013919 21.1473461926772%-101.60748485839 21.148218225935%-101.607737419444 21.1484462375018%-101.608517442259 21.1482286934644%-101.608808637707 21.1481193845542%-101.609189983892 21.1472157475957%-101.610546488056 21.1467390545186%-101.611528369229 21.1464082128698%-101.614075701775 21.1455055557399%-101.614688510674 21.1457554611308%-101.615136801988 21.1446248857406%-101.615902940277 21.1520417645865%-101.627057375674 21.1528457098638%-101.626250638175 21.1541026003234%-101.62747998835 21.1560668474986%-101.629469171002 21.1569229311688%-101.630432834817 21.1544453673245%-101.632775297136 21.1543354449846%-101.632930839798 21.1535681372374%-101.635613517314 21.1528508831979%-101.637090992533 21.1565459175351%-101.641127945577 21.1571796332536%-101.641728636762 21.1587685221034%-101.643099358564 21.1464910548443%-101.651353662217 21.1513705837317%-101.669979135836 21.1488038591043%-101.67124989536 21.1497521708001%-101.67380367473,A
26,A-26-R,21.1485386350197%-101.674256291327 21.1474641134812%-101.674629663671 21.1468945122008%-101.673262868939 21.1466627559148%-101.672663874684 21.1466332894995%-101.67230347702 21.1467710478013%-101.672112226983 21.1509516229993%-101.670060105353 21.1506362376906%-101.668454658618 21.1461408701389%-101.651322441642 21.1515298908198%-101.647931640552 21.1571485211947%-101.644059447598 21.1579419723904%-101.643483533488 21.1566900242957%-101.641524243662 21.1524843333654%-101.636885328088 21.1515593142497%-101.635948905218 21.1503739924365%-101.635339334821 21.1493350495881%-101.635033560491 21.1479065622876%-101.634619724629 21.1479538075287%-101.634083191886 21.1477175412977%-101.633162292044 21.1477270991712%-101.632729640021 21.1539730165353%-101.634045690558 21.1543124804131%-101.632993685198 21.1543126000918%-101.63221983144 21.1566538784714%-101.630075831583 21.1549197518325%-101.628368924824 21.1543896318443%-101.627748881286 21.1528225554115%-101.626268489699 21.1520173474475%-101.627039024046 21.1455135037769%-101.617279084259 21.1446131461319%-101.615898905063 21.1457557256621%-101.615131239704 21.1455074696828%-101.61468472658 21.1464205582791%-101.614044509352 21.1467327935861%-101.611543877104 21.1471771792222%-101.610703013553 21.1480622829204%-101.609283024399 21.1481378251965%-101.609009561226 21.1483903242085%-101.608569984594 21.1484136014025%-101.608316629439 21.1482280170197%-101.607759978112 21.147382310925%-101.607489009929 21.1470994574949%-101.607565443609 21.1469618058589%-101.607727793888 21.1467659797239%-101.608292085532 21.1436315472483%-101.610150438291 21.1398395399472%-101.610075072297 21.1369731617308%-101.608754774206 21.1377126944475%-101.608031008213 21.1374130580411%-101.607461257658 21.1398042316031%-101.604741861457,A
