Colonia,Lon,Lat,Id
"DESARROLLO BALEARES (37318)",-101.711235017982,21.1429885661694,378
"SAN JOSE OBRERO (37319)",-101.701331203372,21.1408276994388,379
"OBREGON (37320)",-101.683009652573,21.1316470099017,380
"EL DURAZNAL (37320)",-101.681191007559,21.1378321827091,381
"HIDALGO (37320)",-101.688483601937,21.1343398517029,382
"BARRIO DE SANTIAGO (37327)",-101.676217420298,21.1257928505597,383
"SAN ANTONIO (37328)",-101.695004613972,21.1372783954816,384
"LOS PARAISOS (37328)",-101.689741431522,21.1393729372113,385
"MODERNA (37328)",-101.691104841515,21.1355884056804,386
"SAN JUAN BOSCO (VISTA HERMOSA) (37330)",-101.710286525503,21.1349547847356,387
"ESPAÑA (37330)",-101.70020359472,21.1336805317312,388
"LOMAS VISTA HERMOSA SUR (37330)",-101.7095849311,21.1291356512893,389
"INDUSTRIAL (37340)",-101.693573676584,21.1326023381275,390
"OBRERA (37340)",-101.690337280041,21.1270413532759,391
"CHAPALITA (37340)",-101.69983773972,21.1278355643599,392
"FATIMA (37340)",-101.699273443015,21.1241109060935,393
"RICARDO FLORES MAGON (37350)",-101.71341776162,21.1206042048203,394
"SAN MARTIN DE PORRES (37350)",-101.71047992291,21.1243460949963,395
"CHALET LA CUMBRE (37353)",-101.720108919091,21.1224630801071,396
"CIMA DIAMANTE (37353)",-101.720492425085,21.1325019863776,397
"COLINA REAL (37353)",-101.728942432547,21.1374610019237,398
"COMPLEJO LA CIMA (37353)",-101.7234541354,21.1219878135868,399
"EL CERRITO AMARILLO (37353)",-101.732330697604,21.1348157540439,400
"EL OBSERVATORIO (37353)",-101.725883913812,21.1351218221145,401
"EL PARAISO (37353)",-101.725459463483,21.1321733237399,402
"FRUTAL DE LA HACIENDA 1RA SECC (37353)",-101.734796202483,21.14147489565,403
"FRUTAL DE LA HACIENDA 2DA SECC (37353)",-101.736806305966,21.1381998471453,404
"JOL GUA BER (37353)",-101.71704285954,21.1227776036036,405
"LA CRUZ DE LAS HILAMAS (37353)",-101.718576841248,21.1342824596678,406
"LAS JOYAS SUR (37353)",-101.732804566577,21.1226778535002,407
"LOMAS DE LA PAZ (37353)",-101.730029060892,21.1275382125185,408
"LOMAS DEL EDEN (37353)",-101.728242706935,21.1345832001546,409
"MISION SANTA FE (37353)",-101.718844564925,21.1247265954561,410
"PALMAS 2000 (37353)",-101.718112753301,21.1204843566678,411
"PASEOS DE LA CIMA 1RA SECC (37353)",-101.728796070582,21.1235887372305,412
"PASEOS DE SAN ANGEL I (37353)",-101.725189282859,21.1208070990684,413
"PEDREGAL DEL SOL (37353)",-101.732409974641,21.1284874469382,414
"REAL DE LEON (37353)",-101.719729855748,21.1273914188789,415
"RES EL FARO (37353)",-101.722783162013,21.1290575793439,416
"SAN PEDRO LA JOYA (37353)",-101.728729899365,21.1415902741718,417
"VALLE DE SAN PEDRO LA JOYA (37353)",-101.727527779184,21.141762229943,418
"VIBAR (37353)",-101.716579196073,21.1287217014454,419
"VILLA ANTIGUA (37353)",-101.723994794324,21.125745230558,420
"CAMINO REAL DE LA JOYA (37353)",-101.725674294433,21.1374851010566,421
"CERRITO DE GUADALUPE (37353)",-101.736076309174,21.131265945567,422
"BALCONES DE LA JOYA 2DA SECC (37355)",-101.752085581584,21.1309474884359,423
"COLINAS DE LA HACIENDA (37355)",-101.747812148012,21.1282960532203,424
"CONVIVE (37355)",-101.744249852449,21.1246196885479,425
"EL RENACIMIENTO (LA ESPERANZA) (37355)",-101.745934743094,21.1343971529063,426
"LA PERLITA (37355)",-101.743586984652,21.1370742421826,427
"PASEOS DE LA JOYA (37355)",-101.746585935892,21.1383009327419,428
"REAL 2000 (37355)",-101.740720782338,21.1243153318871,429
"SAUCILLO DE LA JOYA (37355)",-101.757807104414,21.1332477006209,430
"BALCONES DE LA JOYA (37355)",-101.744966626509,21.1313451632487,431
"BALCONES DE LA JOYA 1RA SECC (37355)",-101.746873643404,21.1357233354636,432
"JOYAS DE LA LOMA (37356)",-101.751247928749,21.1351799408017,433
"EL PATO (LOMA DEL LAUREL) (37358)",-101.744677829918,21.1807776747499,434
"FRACC PASEOS DEL COUNTRY (37358)",-101.735171465291,21.1572690385353,435
"HORIZONTE AZUL (37358)",-101.733259990456,21.1450300380059,436
"LA ERMITA 1RA SECC (37358)",-101.734993375244,21.1486923921402,437
"LA ERMITA 2DA SECC (37358)",-101.7311961264,21.1496831626479,438
"LA ERMITA 3RA SECC (37358)",-101.736059909137,21.1467432653894,439
"LOMAS DEL MIRADOR (37358)",-101.733711660565,21.153218296887,440
"PRESA DE LA JOYA (37358)",-101.738068681624,21.1474519203699,441
"RINCON DE LA JOYA (37358)",-101.738922847811,21.1462997260516,442
"CAÑADA DEL REFUGIO (37358)",-101.726601681622,21.1512949941687,443
"EJIDO LA JOYA (LA JOYA) (37358)",-101.738208512713,21.1438987700123,444
"ARBIDE (37360)",-101.69453802501,21.1220780605541,445
"BELLAVISTA (37360)",-101.689350150889,21.1210872792546,446
"LA MERCED (RAMIREZ GARCIA) (37364)",-101.691512879216,21.1143666105307,447
"VILLA RES ARBIDE (37366)",-101.69457595032,21.1191740228629,448
"LOMAS DE ARBIDE (37368)",-101.705326619628,21.1224691064642,449
"CUMBRES DE ARBIDE (37369)",-101.70327741542,21.1238494569869,450
"LOS FRESNOS (37390)",-101.689641747968,21.1050640403732,451
"SAN MIGUEL (37390)",-101.683492170327,21.1048132967962,452
"LAS AMERICAS (37390)",-101.695083549266,21.1080006649987,453
"LOS AGUACATES (37390)",-101.680647684843,21.1002936099622,454
"JUAN VALLE (37399)",-101.678453536002,21.1070155098579,455
"ISLAS DE LEON (37400)",-101.721907389614,21.1165044932878,456
"LOMAS DEL VALLE (37400)",-101.727741373565,21.1212828458267,457
"PEDREGAL SATELITE (37400)",-101.726045567849,21.1163505239576,458
"PREDIO CIUDAD SATELITE (37400)",-101.721293176039,21.1093127722667,459
"CIUDAD SATELITE (37400)",-101.721190132619,21.1185038570674,460
"COLINAS DE SAN FRANCISCO (37400)",-101.718600394493,21.1043069434107,461
"CALAFIA (37408)",-101.739334052025,21.1052626493519,462
"IMPERIO AZTECA (37408)",-101.742310306176,21.1020047904888,463
"LA AZTECA (37408)",-101.743491292289,21.105509604085,464
"LEON II (37408)",-101.731871322104,21.1089206462709,465
"LOMA DE LOS ASTILLEROS (37408)",-101.740217464165,21.1090782605534,466
"LOMAS DEL PEDREGAL (37408)",-101.736205736006,21.1118685331064,467
"PASEOS DE MIRAVALLE (37408)",-101.727750489993,21.1149645733564,468
"PASEOS DE MIRAVALLE II (37408)",-101.726259579516,21.1185141704926,469
"ROSALES (37408)",-101.742729665442,21.1042926046201,470
"VALLE IMPERIAL 1RA SECC (37408)",-101.738799767495,21.1099947155837,471
"BALCONES DE LAS HILAMAS (37408)",-101.728679569706,21.1182184518202,472
"BARRANCA DE VENADEROS (37408)",-101.739611255455,21.1133634221842,473
"RINCON DE LOS OLIVOS (37410)",-101.705583967826,21.1146575735882,474
"SAN MARCOS (37410)",-101.714043071031,21.115873896763,475
"JOHN F KENNEDY (37410)",-101.705749338761,21.1167596156638,476
"LOS OLIVOS (37410)",-101.70225138969,21.1124526130977,477
"LA PIEDRERA (37414)",-101.701924631816,21.1138529024895,478
"LOMAS DE LOS OLIVOS (37415)",-101.707933931406,21.1151620689744,479
"CUMBRES DE LA PISCINA (37416)",-101.706925065639,21.108696532519,480
"SAN BERNARDO (DEL COSMOS) (37416)",-101.707584308269,21.1094862640799,481
"HACIENDA LAS MANDARINAS (37417)",-101.709323987412,21.1107067052503,482
"LA CAÑADA (37418)",-101.735684146306,21.1093378318755,483
"BUENAVISTA (37420)",-101.696974756979,21.1104083515642,484
"LOMA BONITA (37420)",-101.695183278685,21.116326618179,485
"LAS PALMAS (37425)",-101.700268512282,21.1170441018039,486
"VILLA DEL PALMAR (37425)",-101.702508557124,21.1158280304393,487
"VALLE DE ARBIDE (37426)",-101.706464665812,21.1202132434465,488
"BALCONES DE ARBIDE (37426)",-101.700565213913,21.1216309275254,489
"MIRADOR DE ARBIDE (37426)",-101.702258175974,21.1188852460573,490
"EL SALTO (37428)",-101.708355666681,21.1178980989182,491
"VALLE DEL ROCIO (37428)",-101.709495393697,21.1177407526337,492
"COLINAS DE LEON (37430)",-101.726794355975,21.1015639194394,493
"LAS HUERTAS (37430)",-101.725168925805,21.0993591559004,494
"LA LUCITA (37434)",-101.738946205903,21.0910897988552,495
"RESERVA TERRITORIAL (37434)",-101.736677408835,21.0953518730905,496
"BETANIA (37434)",-101.737169856004,21.0919377929948,497
"CAMPO VERDE (37434)",-101.740617918782,21.0907267794174,498
"MONTE DE CRISTO (37436)",-101.734255261171,21.0968679331087,499
"MONTE DE CRISTO ORIENTE (37436)",-101.731215767594,21.0976604102997,500
"GRANJAS CAMPESTRE (37440)",-101.715576676822,21.1022834661091,501
"LA PISCINA KILOMETRO 3 5 (37440)",-101.718950833314,21.0990438859666,502
"SANTA RITA DE LOS NARANJOS (37444)",-101.706993944715,21.1061671550902,503
"LA PISCINA CTM (37444)",-101.709678812227,21.1044003487971,504
"LOMAS DE LA PISCINA (37444)",-101.704168957431,21.1072087624744,505
"PLANTA DE PEMEX (37446)",-101.712343076272,21.0987218549297,506
"LOS LAURELES (37446)",-101.712488061375,21.1033453792859,507
"PEMEX ORIENTE (37446)",-101.709932655767,21.0999844230427,508
"LOS LIMONES (37448)",-101.700376543343,21.1076948127654,509
"PORTALES DE SAN SEBASTIAN (37448)",-101.706937961018,21.1013550366057,510
"EL MASTRANZO (37450)",-101.708981950956,21.0889351994999,511
"LOS PROPIOS Y SOLARES (37450)",-101.69644295278,21.0969630993676,512
"PLAZA DE TOROS I (37450)",-101.694069159864,21.1012452959337,513
"PLAZA DE TOROS II Y III (37450)",-101.696856858557,21.0991619813404,514
"RIO ESCONDIDO (37450)",-101.698120568809,21.0947801443882,515
"SAN SEBASTIAN (37450)",-101.697778758983,21.1038175440445,516
"SANTA RITA (37450)",-101.703256511579,21.1009213763205,517
"SUR SAN SEBASTIAN (37450)",-101.703415887633,21.0968658017154,518
"CENTRO BODEGUERO ROBLES (37450)",-101.701630734271,21.1045297522463,519
"DEPORTIVA J J RODRIGUEZ (37450)",-101.704140385071,21.1029650703817,520
"SAN IGNACIO (37456)",-101.700560673236,21.0978556486193,521
"VALLE DE ALBORADA (37456)",-101.704345045587,21.0985356422062,522
"CONJUNTO HAB SAN LUIS (37458)",-101.688166124167,21.0961528506735,523
"LA LUZ (37458)",-101.690489734913,21.0959099923523,524
"JARDINES DE SAN SEBASTIAN (37459)",-101.700838213912,21.1008205443327,525
"JARDINES DE SAN SEBASTIAN II (37459)",-101.698301828966,21.1003224683073,526
"VILLANUEVA (37460)",-101.688665175058,21.101312283735,527
"FRACCION DE SAN NICOLAS (37477)",-101.675618604015,21.0909709516482,528
"JARDINES DE SAN MIGUELITO (37477)",-101.678620721769,21.0920534332194,529
"LAS ARBOLEDAS (37480)",-101.66581739036,21.1025049178677,530
"LEON MODERNO (37480)",-101.666993064179,21.108316743423,531
"MIGUEL HIDALGO (37480)",-101.671087065016,21.1050637364024,532
"PRADOS VERDES (37480)",-101.671760794825,21.102492514418,533
"SAN NICOLAS (37480)",-101.67599702794,21.1066570760632,534
"SUR PRADOS VERDES (37480)",-101.671512792381,21.1009910602892,535
"EL PAISAJE (37480)",-101.665122671274,21.0997164988174,536
"FRACC PUERTA SAN RAFAEL (37480)",-101.668541622098,21.0999890428601,537
"FRACCIONES DE HACIENDA LA POMPA (37490)",-101.695211560565,21.0814624547286,538
"LOS PINOS (37490)",-101.689874899007,21.088366993442,539
"PARQUE ECOLOGICO SANTA LUCIA (37490)",-101.701614776701,21.0612959429534,540
"PARQUE IND ECOLOGICO DE LEON (PIEL) (37490)",-101.716688181314,21.080128005603,541
"PRADERA DEL SOL (37490)",-101.691064966475,21.0915971936556,542
"CENTRAL DE ABASTOS (37490)",-101.687488882506,21.0743517194563,543
"CIUDAD INDUSTRIAL (37490)",-101.681817300828,21.0701425685248,544
"EJIDO POMPA (37499)",-101.686791626432,21.0868315692216,545
"INDUSTRIAL LA POMPA (37499)",-101.682898366866,21.088611601844,546
"FRACCION DEL COECILLO (37500)",-101.669596730105,21.1201096649291,547
"LA MARTINICA (37500)",-101.660314222923,21.1135318139421,548
"EL MIRADOR ORIENTAL (37500)",-101.652529836083,21.111482007189,549
"EL TLACUACHE PONIENTE (37500)",-101.661578211066,21.1029411825896,550
"PARQUE MANZANARES (37510)",-101.649533697922,21.1082280235045,551
"SAN ISIDRO (37510)",-101.645763263264,21.098785173497,552
"SAN ISIDRO NORTE (37510)",-101.644490922218,21.1068578416161,553
"VILLAS DE SAN ISIDRO (37510)",-101.646401024688,21.105354001586,554
"VILLAS PRADERA (37510)",-101.648064832526,21.1034517654866,555
"ORIENTAL (37510)",-101.654767867343,21.107798349914,556
"ORIENTAL ANAYA (37510)",-101.651067935037,21.1041302733935,557
"AZTECA (37520)",-101.651331012816,21.0991693602778,558
"SANTA MARIA DEL GRANJENO (37520)",-101.654242898891,21.095159098014,559
"COLINAS DE SAN ISIDRO (37530)",-101.633823557111,21.0951916417809,560
"COLINAS DE SANTA JULIA (37530)",-101.643517601256,21.0872022553799,561
"CONJUNTO HAB JAIME NUNO (37530)",-101.642666045801,21.1043886144431,562
"FRACCIONES DE JEREZ (37530)",-101.642771122589,21.0918371219856,563
"JARDINES DE JEREZ (37530)",-101.637326420978,21.0989774971139,564
"JARDINES DE JEREZ II Y III (37530)",-101.64762488598,21.089011575324,565
"JARDINES DE SANTA JULIA (37530)",-101.646065207943,21.0816653435808,566
"RES DEL PARQUE (37530)",-101.638045450537,21.1016767232023,567
"SAN ISIDRO DE JEREZ (37530)",-101.649397423652,21.0831887483621,568
"SUR LOMA HERMOSA (37530)",-101.641335932307,21.0838399357645,569
"VILLAS DE SANTA JULIA (37530)",-101.641603756708,21.080836589537,570
"VILLAS DE SANTA JULIA ORIENTE (37530)",-101.63832351282,21.0794012085989,571
"VILLAS MARIANA (37530)",-101.645354838855,21.0845584077444,572
"CERRITO DE JEREZ (37530)",-101.632785384238,21.0876771882517,573
"CERRITO DE JEREZ NORTE (37530)",-101.633806557227,21.0922265230357,574
"PARQUES DE LA PRADERA (37536)",-101.651967347015,21.0887298492032,575
"PARQUES DEL SUR (37536)",-101.651822235108,21.0812635147994,576
"PARQUES DEL SUR 5TA SECC (37536)",-101.647357951908,21.0784534472688,577
"RINCONADA DEL SUR (37536)",-101.653179144802,21.0910856134104,578
"BOSQUES DEL SUR 2DA SECC (37536)",-101.656095361112,21.0848006725131,579
"JARDINES DE LA PRADERA (37536)",-101.65132030189,21.0898717327943,580
"JARDIN DELTA (37538)",-101.63261410116,21.0812086156851,581
"JESUS MARIA (37538)",-101.635973238974,21.0690918294245,582
"LA ESPERANZA DE JEREZ (37538)",-101.637167829132,21.0695939056343,583
"LA RAZA (37538)",-101.637972444473,21.0853206821038,584
"LOMA HERMOSA (37538)",-101.639438728814,21.0850429228926,585
"LOMAS DE JEREZ (37538)",-101.637659774479,21.0828748732768,586
"PEDREGAL DE JEREZ (37538)",-101.631094427666,21.0826865651329,587
"REAL DE JEREZ (37538)",-101.631588851544,21.0794658905385,588
"TORRE MOLINOS (37538)",-101.635955407216,21.0782809483072,589
"VALLE DE JEREZ (37538)",-101.63434026619,21.0797223969711,590
"VALLE DE JEREZ 3RA SECC (37538)",-101.635796827062,21.074041304063,591
"VALLE DELTA (37538)",-101.629034763444,21.081964166713,592
"CAMPESTRE DE JEREZ (37538)",-101.634101547448,21.0723084912439,593
"CAÑADA DE JEREZ (37538)",-101.634004721041,21.0825339250007,594
"LADERA DE JEREZ (37539)",-101.632638618477,21.0835217664164,595
"BALCONES DE JEREZ (37539)",-101.63498157454,21.0839694399377,596
"CAMPESTRE NUEVO JEREZ (37539)",-101.631275964814,21.0844324792756,597
"NUEVA SAN CARLOS (37547)",-101.594418762516,21.0481559260552,598
"PONIENTE DE AUTOPISTA (37547)",-101.598899196641,21.0563984949946,599
"RES SAN JOSE (37547)",-101.591852507487,21.0652619945454,600
"SANTA GERTRUDIS (37547)",-101.602721969144,21.0652150274516,601
"VALLE DE LA HACIENDA (37547)",-101.599003695164,21.0699824999924,602
"EL ALAMO (37547)",-101.588695339418,21.0578230346054,603
"EL TREBOL (37547)",-101.592580832439,21.0597962847708,604
"HACIENDA LA HUARACHA (37548)",-101.606746157409,21.0459076470203,605
"LAS TORRES (37548)",-101.619670640987,21.0663723829791,606
"LIBERTAD (37548)",-101.62186148482,21.0615451846626,607
"POPULAR GUADALAJARA (37548)",-101.616612989198,21.0642346737912,608
"REFUGIO DE SAN JOSE (37548)",-101.616451837882,21.0589051123811,609
"REFUGIO DE SAN JOSE NORTE (37548)",-101.61504247523,21.0621312791353,610
"RES CAMELINAS (37548)",-101.607116972171,21.071196850954,611
"ARBOLEDA DEL REFUGIO (37548)",-101.617726159235,21.0628480657857,612
"FRACC NUEVO MILENIO (37548)",-101.608899680276,21.0675188666025,613
"FRACC REAL DELTA (37549)",-101.63135920966,21.0771684563592,614
"FRACCIONES DE SAN JUAN BAUTISTA I (37549)",-101.625675594153,21.072930057676,615
"INDUSTRIAL DELTA SUR (37549)",-101.625538885511,21.0790005498355,616
"LA GLORIA (37549)",-101.628690872586,21.07213208203,617
"MARIA DE LA LUZ (37549)",-101.627882070001,21.0739507917957,618
"POPULAR POLANCO (37549)",-101.628728300571,21.0743451616,619
"UNION OBRERA (37549)",-101.632181330304,21.0668425755245,620
"VALLE DE JEREZ POPULAR POLANCO (37549)",-101.630054409383,21.078544768926,621
"VALLE DE SAN JOSE (37549)",-101.632834183251,21.0713772675469,622
"XOCONOSTLE (37549)",-101.624606253476,21.0735590525083,623
"10 DE MAYO (37549)",-101.627889399476,21.0685129106424,624
"ARBOLEDAS DE SAN HILARION (37549)",-101.626902907943,21.0733332453331,625
"DELTA 2000 (37549)",-101.627361350846,21.0762067951076,626
"MARIA DOLORES (37550)",-101.661277249346,21.094820579706,627
"EL GRANJENO (37550)",-101.658353841157,21.0895124977037,628
"FRACCION DEL GRANJENO (37550)",-101.663261633118,21.0922560091076,629
"BOSQUES DE LA PRADERA (37555)",-101.661356944567,21.083664873735,630
"SAN JOSE DE CEMENTOS (37555)",-101.665410659374,21.0863902781888,631
"SANTO DOMINGO 1RA SECC (37557)",-101.667113167738,21.08882188762,632
"SANTO DOMINGO 2DA SECC (37557)",-101.666319264223,21.0921367482124,633
"VALLE DEL SUR (37557)",-101.667827201564,21.0943146148277,634
"RIVERA DEL RIO (37557)",-101.670989697217,21.0895265496106,635
"SANTA MARIA DE CEMENTOS NORTE (37557)",-101.671406223618,21.0881310275249,636
"SUR CEMENTOS (37560)",-101.679293581034,21.0813795183502,637
"CEMENTOS (37560)",-101.67344473039,21.0857215081411,638
"SANTA MARIA DE CEMENTOS (37560)",-101.667504780221,21.0806910630422,639
"FRACC SANTA ANA AC (37564)",-101.676692156218,21.0589117601696,640
"FRACCIONES DE LOS ARCOS (37564)",-101.679641929831,21.0645224802283,641
"MAGURO AC (37564)",-101.67539844818,21.0651768404389,642
"CONDOMINIO INDUSTRIAL LEON (37564)",-101.682559057155,21.0598062825339,643
"FIDEICOMISO CIUDAD INDUSTRIAL (37564)",-101.684855218793,21.0546257360889,644
"EL GUAJITO (37570)",-101.659282650174,21.0809005142474,645
"JESUS DE NAZARET (37570)",-101.655369466128,21.0792511072528,646
"LA MOREÑA (37570)",-101.645075039082,21.0763377004246,647
"LA MOREÑA II (37570)",-101.646051163231,21.074925442855,648
"NORIA DE SEPTIEM (37570)",-101.652301419974,21.0658128364933,649
"PARQUE LA NORIA (37570)",-101.63950805845,21.0734167320966,650
"PARQUES DEL SUR III (37570)",-101.652851099998,21.0785363206947,651
"SUR LA MORENA (37570)",-101.647552074169,21.0754190384579,652
"VILLAS DE LEON (37570)",-101.642710586524,21.0749025892831,653
"BOSQUES REALES (37570)",-101.657366093271,21.0812466084442,654
"EL GRANJENO PLUS (37570)",-101.650002386801,21.077554131518,655
"BUENOS AIRES (37479)",-101.670829243775,21.0970079755377,656
"EL VENADITO (37650)",-101.402348961335,21.1825636887633,657
"NUEVO VALLE DE MORENO (37650)",-101.422172475279,21.2099531846918,658
"VAQUERIAS (37650)",-101.395691587796,21.1545734681911,659
"EL DERRAMADERO (37650)",-101.414956481556,21.1673153938904,660
"EL LABERINTO (37650)",-101.424325009791,21.2155813749805,661
"LAGUNILLAS (37663)",-101.763741199996,21.2030328224069,662
"ARBOLEDAS DE LOS LOPEZ II (37680)",-101.58024297933,21.0503017282422,663
"BARRETOS (37680)",-101.642555940904,20.9391246950487,664
"BENITO JUAREZ (SANTA ANA DEL CONDE) (37680)",-101.573938593291,20.9576370145367,665
"CAMPESTRE LOMAS DEL SUR (37680)",-101.55400293119,20.9494716838711,666
"CAMPESTRE SAN JOSE (37680)",-101.558385631492,21.0416826779133,667
"CAPELLANIA DE LOERA (37680)",-101.594290279073,21.0381446685417,668
"EJIDO MIGUEL HIDALGO (37680)",-101.578728941887,20.9524526441742,669
"EL CANALIZO (37680)",-101.540763967283,21.0608319233546,670
"EL TERRERO (37680)",-101.606205502982,20.9605876811766,671
"FRACCIONES DE ALBARRADONES (37680)",-101.504049196913,21.0383626929839,672
"FRACCIONES DE LOS SAUCES DE ABAJO (37680)",-101.565212159414,21.0341615181396,673
"FRACCIONES DE LOZA DE LOS PADRES (37680)",-101.541878097796,21.0506249239012,674
"GRANJAS ECONOMICAS LOS SAUCES (37680)",-101.557087786572,21.0357037124564,675
"GRANJAS LAS PALOMAS (37680)",-101.545831499524,21.0277104859502,676
"GRANJAS LOS SAUCES (37680)",-101.549716090525,21.0298405553974,677
"GUADALUPE VICTORIA (37680)",-101.58386519852,21.0244837391333,678
"LA CINTA (37680)",-101.673073895844,20.9306474543166,679
"LA TRILLA (37680)",-101.548873550774,21.0254183775562,680
"LOMAS DE LOS SAUCES (37680)",-101.556761821001,21.0290063316769,681
"LOS LOPEZ (37680)",-101.571994753655,21.0435180278348,682
"LOS RAMIREZ (37680)",-101.643362725409,21.0205370634348,683
"LOS SAUCES (37680)",-101.541516975028,21.0241237198339,684
"LOZA DE LOS PADRES (LA LOZA) (37680)",-101.545911135391,21.0679437593971,685
"MONTEBELLO (37680)",-101.564684434539,21.0418932946399,686
"PLAN GUANAJUATO (LA SANDIA) (37680)",-101.69718518215,20.9215875913943,687
"S AGUSTIN DEL MIRASOL (S FCO DURAN) (37680)",-101.620648194159,21.006012954834,688
"SAN ISIDRO DE LOS SAUCES (37680)",-101.536459656388,21.0209585235171,689
"SUR DE LOS LOPEZ (37680)",-101.582304106749,21.0437398824897,690
"ALVARO OBREGON (STA ANA DEL CONDE) (37680)",-101.579661178221,20.9582830820986,691
"ARBOLEDAS DE LOS LOPEZ I (37680)",-101.581161161958,21.0426822860587,692
"CONJUNTO HAB BELEN (37268)",-101.655835642301,21.1276586821025,693
"KILLIAN II (37268)",-101.656400998407,21.1262777263361,694
"JARDINES DE SAN PEDRO (37288)",-101.632111889152,21.1109105752629,695
"LA PECHUGA (37288)",-101.626490406907,21.1132765764529,696
"TECNOLOGICO DE LEON NORTE (37288)",-101.626644462572,21.1116989002841,697
"TERRANOVA (37288)",-101.633677585452,21.1094931690745,698
"VILLA VERDE (37288)",-101.633299116561,21.1100295760042,699
"CONJUNTO HAB VERSALLES (37288)",-101.631212851292,21.113341662188,700
"EYUPOL (37288)",-101.629451499387,21.1131041116655,701
"CHULA VISTA (PROVIVIENDA OBRERA) (37427)",-101.710490212953,21.1190310063759,702
"CONJ HAB MIGUEL DE CERVANTES (37427)",-101.708050589663,21.1189035859318,703
"LATINOAMERICANA (37660)",-101.706178315377,21.0299596364281,704
"RUSTICO SAN PEDRO (37660)",-101.70715236389,21.033235838763,705
"SAN ISIDRO DE LAS COLONIAS (37660)",-101.72110707753,21.036062366585,706
"SAN JOSE DE LOS SAPOS (37660)",-101.746554193421,21.022965170906,707
"SAN PEDRO DEL MONTE (LA HUIZACHERA) (37660)",-101.713731991938,21.0333859113308,708
"VALLE VERDE (37660)",-101.708528160246,21.034764420042,709
"ESTANCIA DE LOS SAPOS (37660)",-101.769960083891,21.0231281811207,710
"LA ESMERALDA (37660)",-101.70327546569,21.0313595319169,711
"PLAN DE AYALA (SANTA ROSA) (37666)",-101.718779362278,21.0726600281378,712
"PUERTA DE SAN GERMAN (MORELOS) (37668)",-101.779571936296,21.0324081504158,713
"PUERTA DEL CERRO (37668)",-101.787275635962,21.0498315159118,714
"SAN ROQUE DE MONTES (LA PRESA) (37668)",-101.782546484433,21.0303944847178,715
"EL RAMILLETE (37668)",-101.768562190293,21.0417543781621,716
"MALAGANA (SAN ANTONIO DEL MONTE) (37668)",-101.753653854442,21.0458093834963,717
"COSTAS DEL ROCIO (37670)",-101.585479516666,21.1209591528427,718
"DUARTE (37670)",-101.526033833894,21.0833671378832,719
"FRACC DE LA HACIENDA (37670)",-101.549663257154,21.094230638833,720
"FRACC LOS REYES (37670)",-101.591442600096,21.1097370328379,721
"FRACC SAN NICOLAS DE LOS GONZALEZ (37670)",-101.591621703679,21.1146073734316,722
"FRACCIONES DE DUARTE (37670)",-101.519773621655,21.0678717084127,723
"FRACCIONES DE LA LABORCITA (37670)",-101.553356697254,21.0905462117383,724
"FRACCIONES SAN JUAN DE OTATES SUR (37670)",-101.577102746395,21.0955761091502,725
"LA LABORCITA (37670)",-101.550136623406,21.1063731052347,726
"LA TINAJA (37670)",-101.59340619424,21.1116080831466,727
"LADRILLERAS DEL REFUGIO (37670)",-101.552402010245,21.0881082000334,728
"LAS COLORADAS (37670)",-101.502381118194,21.0963357404021,729
"LAS MARGARITAS (DUARTE) (37670)",-101.530868275351,21.0844827486799,730
"LUCIO BLANCO (LOS GAVILANES) (37670)",-101.553101442677,21.1139432681674,731
"S NICOLAS DE LOS GLEZ (HDA ARRIBA) (37670)",-101.584260556679,21.1182468407192,732
"SAN JUAN DE OTATES (37670)",-101.557850177843,21.1147851118435,733
"VILLAS DEL CAMPO (37670)",-101.594874265535,21.1100662656457,734
"CAMPESTRE EL SOL (37670)",-101.555803048372,21.0930276121346,735
"CAMPESTRE PRIMAVERA (37670)",-101.499682348062,21.0759069476476,736
"SAN ANTONIO DE LOS TEPETATES (37684)",-101.677259933299,21.0445186279324,737
"SAN JUAN DE ABAJO (37684)",-101.626551951112,21.0535418165017,738
"LOS ARCOS (37684)",-101.686039050362,21.0493098920379,739
"PROVIDENCIA I (37684)",-101.655421379493,21.0568401376623,740
"LA ARCINA (37688)",-101.614026982359,20.9443928957156,741
"LA ESTANCIA DE LA SANDIA (37689)",-101.678668162805,20.9003998508725,742
"CLUB CAMPESTRE (37120)",-101.701424985575,21.1647487017912,743
"CONJUNTO HAB TORRES DEL COUNTRY (37120)",-101.697474863674,21.1677865181334,744
"BOSQUES DE LEON (37120)",-101.695768081732,21.1615983056174,745
"CASA DE PIEDRA (37120)",-101.699705294764,21.1594555485348,746
"VISTA ESMERALDA (34357)",-101.748172239257,21.1530878277411,747
"RIVERA DE LA PRESA COUNTRY (37104)",-101.676882909619,21.178265965402,748
"LOMAS DE LA PRESA 2DA SECC (37105)",-101.678092774762,21.1897608875549,749
"SANTA CECILIA (37105)",-101.672152174383,21.1874284184868,750
"SANTA CECILIA II (37105)",-101.674208170271,21.1902053765769,751
"SANTA CECILIA ORIENTE (37105)",-101.668482693122,21.1866368352218,752
"SOLIDARIDAD LEONESA (PEDREGAL) (37105)",-101.674908580267,21.1884672955293,753
"FANEGA DE LA NOPALERA (37105)",-101.672381250594,21.1899214516138,754
"LOMAS DE LA PRESA (37105)",-101.676442469344,21.1885135440648,755
